frame_id,object_id,class_label,original_x,original_y,team_id,role,pitch_x,pitch_y
1,11,player,639.0,354.0,1,teamB,25.332551956176758,16.859220504760742
1,12,player,497.0,325.0,1,teamB,17.340303421020508,11.763514518737793
1,13,player,1682.5,1079.0,2,referee,57.35776138305664,66.95438385009766
1,14,player,1224.0,376.0,1,teamB,48.43024826049805,18.22208023071289
1,15,player,702.0,302.0,1,teamB,25.02754020690918,5.844425678253174
1,16,player,1194.0,314.0,1,teamB,46.740966796875,6.627994537353516
1,17,player,1435.5,428.0,0,teamA,55.557796478271484,25.21648597717285
1,18,player,964.5,348.0,0,teamA,38.189937591552734,14.350563049316406
1,19,player,448.5,310.0,0,teamA,13.878863334655762,8.703274726867676
1,20,player,1115.5,352.0,0,teamA,44.14667892456055,14.47125244140625
1,21,player,830.0,292.0,0,teamA,30.327320098876953,2.9947385787963867
1,22,player,1293.0,317.0,0,teamA,50.767635345458984,6.896661281585693
2,1,player,847.5,458.0,1,teamB,36.92408752441406,31.71515464782715
2,2,player,1471.0,449.0,1,teamB,56.519378662109375,27.8598575592041
2,3,player,1015.0,583.0,0,teamA,43.97307205200195,43.90023422241211
2,4,player,1019.5,401.0,2,referee,41.4775390625,23.07533073425293
2,5,player,1346.0,564.0,1,teamB,52.550506591796875,40.80333709716797
2,6,player,340.5,441.0,0,teamA,18.87438201904297,31.898326873779297
2,7,player,933.0,327.0,1,teamB,36.2703971862793,10.364385604858398
2,8,player,1364.5,350.0,1,teamB,53.50198745727539,13.109342575073242
2,9,player,551.0,360.0,0,teamA,22.068391799926758,18.347326278686523
2,10,player,174.5,438.0,0,teamA,12.626431465148926,32.310123443603516
2,11,player,640.5,357.0,1,teamB,25.55766487121582,17.40346336364746
2,12,player,499.5,326.0,1,teamB,17.529033660888672,11.962543487548828
2,13,player,1678.5,1079.0,2,referee,57.2981071472168,66.96736145019531
2,14,player,1224.5,377.0,1,teamB,48.45476150512695,18.386329650878906
2,15,player,705.0,303.0,1,teamB,25.226287841796875,6.063321113586426
2,16,player,1195.5,315.0,1,teamB,46.81333923339844,6.836132049560547
2,17,player,1435.5,429.0,0,teamA,55.55162048339844,25.35395622253418
2,18,player,966.0,348.0,0,teamA,38.24917221069336,14.344338417053223
2,19,player,451.0,313.0,0,teamA,14.257535934448242,9.364727973937988
2,20,player,1116.0,353.0,0,teamA,44.18128967285156,14.65237045288086
2,22,player,1293.5,317.0,0,teamA,50.787635803222656,6.894808769226074
3,1,player,848.0,458.0,1,teamB,36.94038009643555,31.712886810302734
3,2,player,1471.0,450.0,1,teamB,56.51185607910156,27.98797607421875
3,3,player,1016.5,583.0,0,teamA,44.01254653930664,43.893699645996094
3,4,player,1020.0,401.0,2,referee,41.495174407958984,23.073158264160156
3,5,player,1344.5,564.0,1,teamB,52.51137161254883,40.80967712402344
3,6,player,345.0,443.0,0,teamA,19.153247833251953,32.14138412475586
3,7,player,935.0,328.0,1,teamB,36.38664245605469,10.560752868652344
3,8,player,1365.0,351.0,1,teamB,53.517333984375,13.290502548217773
3,9,player,554.5,361.0,0,teamA,22.273101806640625,18.511903762817383
3,10,player,184.0,437.0,0,teamA,12.906654357910156,32.12845993041992
3,11,player,644.5,358.0,1,teamB,25.774404525756836,17.5678768157959
3,12,player,503.0,327.0,1,teamB,17.76146697998047,12.156285285949707
3,13,player,1674.5,1079.0,2,referee,57.23844528198242,66.9803466796875
3,14,player,1225.5,379.0,1,teamB,48.50352096557617,18.712936401367188
3,15,player,708.5,305.0,1,teamB,25.507320404052734,6.507668495178223
3,17,player,1434.5,430.0,0,teamA,55.5137939453125,25.49513053894043
3,18,player,969.0,349.0,0,teamA,38.39519119262695,14.51892375946045
3,19,player,454.5,314.0,0,teamA,14.506386756896973,9.571819305419922
3,20,player,1118.5,354.0,0,teamA,44.291961669921875,14.824576377868652
3,22,player,1293.5,317.0,0,teamA,50.787635803222656,6.894808769226074
4,1,player,848.0,460.0,1,teamB,36.99052047729492,31.96218490600586
4,2,player,1470.5,450.0,1,teamB,56.49660110473633,27.990066528320312
4,3,player,1018.0,582.0,0,teamA,44.04117965698242,43.80134582519531
4,4,player,1020.5,401.0,2,referee,41.5128059387207,23.070985794067383
4,5,player,1342.5,562.0,1,teamB,52.46067810058594,40.63615417480469
4,6,player,347.0,436.0,0,teamA,18.811906814575195,31.19643783569336
4,7,player,936.5,329.0,1,teamB,36.481689453125,10.758238792419434
4,8,player,1365.5,352.0,1,teamB,53.53261947631836,13.470935821533203
4,9,player,557.5,360.0,0,teamA,22.33527183532715,18.318103790283203
4,10,player,194.0,433.0,0,teamA,12.993110656738281,31.5355281829834
4,11,player,647.5,360.0,1,teamB,26.002595901489258,17.91653060913086
4,12,player,508.0,327.0,1,teamB,17.98445701599121,12.134696960449219
4,13,player,1669.5,1079.0,2,referee,57.16383743286133,66.99657440185547
4,14,player,1226.0,381.0,1,teamB,48.534122467041016,19.039121627807617
4,15,player,712.0,306.0,1,teamB,25.725996017456055,6.7212677001953125
4,17,player,1434.0,430.0,0,teamA,55.497955322265625,25.497215270996094
4,18,player,972.5,348.0,0,teamA,38.50569534301758,14.317381858825684
4,19,player,459.0,315.0,0,teamA,14.800222396850586,9.773589134216309
4,22,player,1294.5,319.0,0,teamA,50.83226013183594,7.31041955947876
4,16,player,1202.5,316.0,1,teamB,47.10931396484375,7.022683143615723
5,1,player,848.0,462.0,1,teamB,37.04032897949219,32.20982360839844
5,2,player,1470.5,449.0,1,teamB,56.50409698486328,27.86194610595703
5,3,player,1019.5,581.0,0,teamA,44.069881439208984,43.70875930786133
5,4,player,1021.5,403.0,2,referee,41.58598327636719,23.370485305786133
5,5,player,1339.5,563.0,1,teamB,52.38150405883789,40.73997497558594
5,6,player,347.5,434.0,0,teamA,18.71021270751953,30.92244529724121
5,7,player,938.5,331.0,1,teamB,36.6293830871582,11.154601097106934
5,8,player,1366.5,354.0,1,teamB,53.56300354003906,13.8296480178833
5,9,player,561.0,360.0,0,teamA,22.47886085510254,18.302379608154297
5,10,player,208.5,432.0,0,teamA,13.462250709533691,31.326908111572266
5,11,player,651.0,360.0,1,teamB,26.1441707611084,17.901025772094727
5,12,player,511.0,329.0,1,teamB,18.26719856262207,12.53653335571289
5,13,player,1663.0,1079.0,2,referee,57.06681823730469,67.01768493652344
5,14,player,1227.0,382.0,1,teamB,48.57595443725586,19.198171615600586
5,15,player,717.0,306.0,1,teamB,25.95210838317871,6.701416015625
5,17,player,1434.0,430.0,0,teamA,55.497955322265625,25.497215270996094
5,18,player,974.5,348.0,0,teamA,38.58457565307617,14.309094429016113
5,19,player,462.5,316.0,0,teamA,15.046360969543457,9.978533744812012
5,22,player,1294.0,320.0,0,teamA,50.81467819213867,7.5206193923950195
5,23,player,346.5,444.0,0,teamA,19.265092849731445,32.265838623046875
5,16,player,1206.0,318.0,1,teamB,47.271610260009766,7.43229341506958
6,1,player,847.5,464.0,1,teamB,36.313838958740234,33.01826858520508
6,2,player,1470.5,450.0,1,teamB,56.72240447998047,27.87419319152832
6,3,player,1019.0,582.0,0,teamA,43.77748107910156,44.67372131347656
6,4,player,1022.0,403.0,2,referee,40.985137939453125,23.26403045654297
6,5,player,1336.0,565.0,1,teamB,52.31370544433594,41.51670837402344
6,7,player,941.0,331.0,1,teamB,35.60953903198242,10.110801696777344
6,8,player,1367.0,354.0,1,teamB,53.66572570800781,12.742461204528809
6,9,player,564.0,361.0,0,teamA,20.64078712463379,18.358810424804688
6,10,player,215.5,432.0,0,teamA,11.499722480773926,32.310123443603516
6,11,player,654.0,361.0,1,teamB,24.560216903686523,17.852622985839844
6,12,player,514.0,332.0,1,teamB,16.103580474853516,12.618992805480957
6,13,player,1658.0,1079.0,2,referee,57.106327056884766,67.75699615478516
6,14,player,1227.0,382.0,1,teamB,48.35465621948242,18.646995544433594
6,15,player,720.5,306.0,1,teamB,24.02843475341797,5.37678861618042
6,17,player,1433.0,431.0,0,teamA,55.63960266113281,25.401111602783203
6,18,player,978.0,351.0,0,teamA,37.88966751098633,14.12550163269043
6,19,player,467.0,316.0,0,teamA,12.33120059967041,9.17915153503418
6,22,player,1293.5,320.0,0,teamA,50.68172836303711,5.8948469161987305
6,23,player,348.0,445.0,0,teamA,17.564634323120117,33.34580993652344
6,16,player,1208.0,319.0,1,teamB,46.998382568359375,6.074728012084961
7,1,player,847.0,467.0,1,teamB,36.38032150268555,33.404972076416016
7,2,player,1470.0,449.0,1,teamB,56.714637756347656,27.740968704223633
7,3,player,1018.0,586.0,0,teamA,43.79795455932617,45.03016662597656
7,4,player,1022.0,404.0,2,referee,41.00682067871094,23.425405502319336
7,5,player,1332.0,570.0,1,teamB,52.20382308959961,42.00143051147461
7,7,player,942.5,333.0,1,teamB,35.75099182128906,10.541433334350586
7,8,player,1367.0,355.0,1,teamB,53.66221618652344,12.93840217590332
7,9,player,566.5,362.0,0,teamA,20.8200626373291,18.538253784179688
7,10,player,224.5,432.0,0,teamA,11.855392456054688,32.25560760498047
7,11,player,657.0,363.0,1,teamB,24.810312271118164,18.221567153930664
7,12,player,517.0,334.0,1,teamB,16.416765213012695,13.044499397277832
7,13,player,1656.5,1079.0,2,referee,57.0836181640625,67.7624740600586
7,14,player,1227.5,383.0,1,teamB,48.38082504272461,18.819438934326172
7,15,player,724.5,308.0,1,teamB,24.36273956298828,5.854615688323975
7,17,player,1432.5,432.0,0,teamA,55.61640167236328,25.548431396484375
7,18,player,980.0,352.0,0,teamA,38.00431442260742,14.315529823303223
7,19,player,470.0,318.0,0,teamA,12.678115844726562,9.641605377197266
7,22,player,1293.5,322.0,0,teamA,50.68779373168945,6.350216388702393
7,23,player,349.5,445.0,0,teamA,17.621252059936523,33.3369140625
7,16,player,1211.5,321.0,1,teamB,47.172576904296875,6.516788959503174
7,25,player,1135.5,322.0,0,teamA,43.89103698730469,7.115323066711426
8,1,player,845.5,468.0,1,teamB,36.35739517211914,33.54030227661133
8,2,player,1469.5,451.0,1,teamB,56.682186126708984,28.014554977416992
8,3,player,1016.5,590.0,0,teamA,43.80466842651367,45.38511276245117
8,4,player,1023.0,405.0,2,referee,41.065494537353516,23.58077621459961
8,5,player,1328.0,572.0,1,teamB,52.09586715698242,42.205406188964844
8,7,player,944.5,335.0,1,teamB,35.9129753112793,10.965415954589844
8,8,player,1367.0,356.0,1,teamB,53.65871810913086,13.133513450622559
8,9,player,569.5,367.0,0,teamA,21.293167114257812,19.4764461517334
8,10,player,229.0,432.0,0,teamA,12.033047676086426,32.22837829589844
8,11,player,660.5,363.0,1,teamB,24.960765838623047,18.2020206451416
8,12,player,520.0,335.0,1,teamB,16.64287757873535,13.247273445129395
8,13,player,1654.0,1079.0,2,referee,57.04575729370117,67.77159118652344
8,14,player,1227.5,384.0,1,teamB,48.38813400268555,18.993755340576172
8,15,player,727.5,308.0,1,teamB,24.508691787719727,5.839163303375244
8,17,player,1431.5,432.0,0,teamA,55.58317184448242,25.553525924682617
8,18,player,983.0,353.0,0,teamA,38.16008758544922,14.499410629272461
8,19,player,473.5,320.0,0,teamA,13.046107292175293,10.096458435058594
8,23,player,350.5,446.0,0,teamA,17.724422454833984,33.468074798583984
8,16,player,1215.5,323.0,1,teamB,47.36651611328125,6.952087879180908
8,25,player,1136.5,321.0,0,teamA,43.915863037109375,6.881885051727295
9,1,player,845.0,469.0,1,teamB,36.368186950683594,33.669681549072266
9,2,player,1468.5,452.0,1,teamB,56.642112731933594,28.15444564819336
9,3,player,1014.0,592.0,0,teamA,43.76076889038086,45.57004165649414
9,4,player,1023.5,406.0,2,referee,41.105438232421875,23.738201141357422
9,5,player,1324.0,574.0,1,teamB,51.988494873046875,42.408287048339844
9,7,player,946.0,335.0,1,teamB,35.97855758666992,10.957651138305664
9,8,player,1367.0,358.0,1,teamB,53.651763916015625,13.521276473999023
9,9,player,572.0,369.0,0,teamA,21.535354614257812,19.838441848754883
9,10,player,235.0,435.0,0,teamA,12.503681182861328,32.622467041015625
9,11,player,664.0,363.0,1,teamB,25.111129760742188,18.182483673095703
9,12,player,522.5,334.0,1,teamB,16.6766357421875,13.013838768005371
9,13,player,1645.5,1079.0,2,referee,56.9169921875,67.80261993408203
9,14,player,1227.0,386.0,1,teamB,48.383975982666016,19.34287452697754
9,15,player,731.5,310.0,1,teamB,24.838558197021484,6.31184196472168
9,17,player,1430.5,432.0,0,teamA,55.54993438720703,25.55862045288086
9,18,player,985.0,355.0,0,teamA,38.30353546142578,14.885519027709961
9,23,player,352.5,448.0,0,teamA,17.929542541503906,33.72884750366211
9,16,player,1220.0,325.0,1,teamB,47.579891204833984,7.380666732788086
10,1,player,844.5,468.0,1,teamB,36.32368469238281,33.545806884765625
10,2,player,1467.5,454.0,1,teamB,56.594173431396484,28.427745819091797
10,3,player,1011.0,595.0,0,teamA,43.71552658081055,45.84170913696289
10,4,player,1024.0,407.0,2,referee,41.14522171020508,23.895000457763672
10,5,player,1320.0,574.0,1,teamB,51.88133239746094,42.428287506103516
10,7,player,948.0,337.0,1,teamB,36.138671875,11.377601623535156
10,8,player,1367.0,361.0,1,teamB,53.64143753051758,14.096839904785156
10,10,player,242.0,438.0,0,teamA,13.007288932800293,33.00556182861328
10,11,player,666.5,366.0,1,teamB,25.394378662109375,18.740625381469727
10,13,player,1640.5,1078.0,2,referee,56.8452262878418,67.78980255126953
10,14,player,1227.0,387.0,1,teamB,48.3912353515625,19.51510238647461
10,15,player,733.5,312.0,1,teamB,25.06878662109375,6.789871692657471
10,17,player,1428.5,434.0,0,teamA,55.47088623046875,25.856796264648438
10,18,player,986.5,356.0,0,teamA,38.39545822143555,15.074630737304688
10,23,player,354.0,450.0,0,teamA,18.11438751220703,33.99052810668945
10,16,player,1224.0,325.0,1,teamB,47.75053405761719,7.3612213134765625
11,1,player,844.5,469.0,1,teamB,36.35136413574219,33.67243194580078
11,2,player,1466.5,455.0,1,teamB,56.554439544677734,28.566232681274414
11,3,player,1009.5,596.0,0,teamA,43.687103271484375,45.934326171875
11,4,player,1024.0,408.0,2,referee,41.16641616821289,24.05385971069336
11,5,player,1316.0,574.0,1,teamB,51.77412414550781,42.44829559326172
11,7,player,949.0,338.0,1,teamB,36.21816635131836,11.586091041564941
11,8,player,1366.5,363.0,1,teamB,53.61546325683594,14.479044914245605
11,10,player,248.0,440.0,0,teamA,13.391082763671875,33.2502326965332
11,11,player,668.5,367.0,1,teamB,25.537559509277344,18.918474197387695
11,13,player,1636.0,1079.0,2,referee,56.77300262451172,67.83731842041016
11,14,player,1226.5,388.0,1,teamB,48.37985610961914,19.689228057861328
11,15,player,736.5,313.0,1,teamB,25.278888702392578,7.016671657562256
11,17,player,1427.0,433.0,0,teamA,55.4273681640625,25.7207088470459
11,18,player,988.0,356.0,0,teamA,38.45750427246094,15.066740036010742
11,23,player,355.0,451.0,0,teamA,18.215585708618164,34.11913299560547
11,16,player,1226.0,326.0,1,teamB,47.8453369140625,7.575109004974365
11,22,player,1289.5,325.0,0,teamA,50.52817153930664,7.044713020324707
11,19,player,484.5,322.0,0,teamA,13.778423309326172,10.505082130432129
12,1,player,845.5,470.0,1,teamB,36.412532806396484,33.79310989379883
12,2,player,1467.5,456.0,1,teamB,56.578269958496094,28.694107055664062
12,3,player,1010.0,597.0,0,teamA,43.71238327026367,46.01646423339844
12,4,player,1026.5,409.0,2,referee,41.27946472167969,24.198665618896484
12,5,player,1313.0,574.0,1,teamB,51.69368362426758,42.46330642700195
12,7,player,951.5,339.0,1,teamB,36.362186431884766,11.785799026489258
12,8,player,1367.5,364.0,1,teamB,53.65037155151367,14.662736892700195
12,10,player,258.5,443.0,0,teamA,14.018196105957031,33.604278564453125
12,11,player,673.5,368.0,1,teamB,25.807273864746094,19.078718185424805
12,13,player,1633.5,1079.0,2,referee,56.73509216308594,67.8464584350586
12,14,player,1227.5,390.0,1,teamB,48.431365966796875,20.025074005126953
12,15,player,741.5,316.0,1,teamB,25.712364196777344,7.710529327392578
12,17,player,1427.5,434.0,0,teamA,55.4377555847168,25.861892700195312
12,18,player,992.0,355.0,0,teamA,38.59367752075195,14.848734855651855
12,23,player,358.0,454.0,0,teamA,18.516817092895508,34.501930236816406
12,16,player,1229.5,326.0,1,teamB,47.99415969848633,7.5580830574035645
12,19,player,489.5,322.0,0,teamA,14.023598670959473,10.477482795715332
12,9,player,581.5,372.0,0,teamA,22.139808654785156,20.3425350189209
13,1,player,846.5,473.0,1,teamB,36.52790832519531,34.16350173950195
13,2,player,1467.5,457.0,1,teamB,56.57035827636719,28.82659912109375
13,3,player,1010.5,595.0,0,teamA,43.702083587646484,45.844268798828125
13,4,player,1029.0,410.0,2,referee,41.39202880859375,24.342853546142578
13,5,player,1310.0,574.0,1,teamB,51.61322021484375,42.47831726074219
13,7,player,954.5,340.0,1,teamB,36.527069091796875,11.981915473937988
13,10,player,267.0,444.0,0,teamA,14.41684341430664,33.691261291503906
13,11,player,677.5,371.0,1,teamB,26.14569664001465,19.615997314453125
13,13,player,1636.0,1079.0,2,referee,56.77300262451172,67.83731842041016
13,14,player,1228.5,392.0,1,teamB,48.48246383666992,20.358205795288086
13,17,player,1428.0,433.0,0,teamA,55.4605598449707,25.71561050415039
13,18,player,996.0,356.0,0,teamA,38.78816223144531,15.024688720703125
13,23,player,360.0,458.0,0,teamA,18.83961296081543,35.01721954345703
13,16,player,1233.5,327.0,1,teamB,48.172882080078125,7.761162757873535
13,19,player,494.0,324.0,0,teamA,14.4290132522583,10.917163848876953
13,9,player,585.0,373.0,0,teamA,22.3535099029541,20.507038116455078
13,12,player,537.5,338.0,1,teamB,17.710693359375,13.801725387573242
14,1,player,846.0,477.0,1,teamB,36.61906433105469,34.66133499145508
14,2,player,1468.0,458.0,1,teamB,56.578285217285156,28.956096649169922
14,3,player,1010.5,596.0,0,teamA,43.71394729614258,45.92920684814453
14,4,player,1030.0,414.0,2,referee,41.510284423828125,24.961881637573242
14,5,player,1307.5,578.0,1,teamB,51.54880142211914,42.853275299072266
14,10,player,275.0,445.0,0,teamA,14.794395446777344,33.780799865722656
14,11,player,681.0,373.0,1,teamB,26.40364646911621,19.965465545654297
14,13,player,1635.0,1079.0,2,referee,56.757835388183594,67.84097290039062
14,14,player,1229.0,393.0,1,teamB,48.50785446166992,20.523759841918945
14,17,player,1428.0,435.0,0,teamA,55.44810104370117,26.0025577545166
14,18,player,999.0,358.0,0,teamA,38.96881103515625,15.400249481201172
14,23,player,362.0,458.0,0,teamA,18.91303062438965,35.005428314208984
14,16,player,1237.0,329.0,1,teamB,48.33786392211914,8.186100959777832
14,19,player,498.0,327.0,0,teamA,14.896333694458008,11.583243370056152
14,9,player,588.5,373.0,0,teamA,22.502290725708008,20.487140655517578
14,33,player,1144.0,332.0,0,teamA,44.437129974365234,9.301258087158203
14,12,player,541.5,340.0,1,teamB,18.05721092224121,14.208895683288574
14,8,player,1370.5,366.0,1,teamB,53.757808685302734,15.0227632522583
14,15,player,749.5,318.0,1,teamB,26.217988967895508,8.142736434936523
15,1,player,845.0,479.0,1,teamB,36.63938903808594,34.91178894042969
15,2,player,1469.5,458.0,1,teamB,56.625675201416016,28.948484420776367
15,3,player,1009.5,600.0,0,teamA,43.7343864440918,46.27165985107422
15,4,player,1032.0,415.0,2,referee,41.60310363769531,25.105728149414062
15,5,player,1306.0,582.0,1,teamB,51.511634826660156,43.21903610229492
15,10,player,282.0,445.0,0,teamA,15.06130599975586,33.738887786865234
15,11,player,685.0,372.0,1,teamB,26.51616096496582,19.758970260620117
15,13,player,1635.0,1079.0,2,referee,56.757835388183594,67.84097290039062
15,14,player,1230.0,394.0,1,teamB,48.5515251159668,20.68605613708496
15,17,player,1428.0,436.0,0,teamA,55.4419059753418,26.1452579498291
15,18,player,1002.0,359.0,0,teamA,39.12000274658203,15.578850746154785
15,23,player,364.5,459.0,0,teamA,19.066062927246094,35.121253967285156
15,19,player,501.5,327.0,0,teamA,15.065324783325195,11.563834190368652
15,9,player,590.5,373.0,0,teamA,22.587270736694336,20.475780487060547
15,12,player,545.0,343.0,1,teamB,18.455533981323242,14.826004981994629
15,8,player,1372.5,367.0,1,teamB,53.830169677734375,15.199103355407715
15,15,player,754.5,319.0,1,teamB,26.515729904174805,8.351802825927734
16,1,player,843.5,479.0,1,teamB,35.77898025512695,34.8878173828125
16,2,player,1472.0,457.0,1,teamB,56.759056091308594,28.83976173400879
16,3,player,1009.0,604.0,0,teamA,43.30546188354492,46.88250732421875
16,4,player,1033.0,416.0,2,referee,40.94676208496094,24.934587478637695
16,5,player,1305.0,583.0,1,teamB,51.25587844848633,43.688514709472656
16,10,player,286.5,445.0,0,teamA,13.742630958557129,33.33808517456055
16,11,player,687.0,373.0,1,teamB,25.15686798095703,19.167938232421875
16,13,player,1636.0,1079.0,2,referee,56.59443283081055,68.11338806152344
16,14,player,1231.0,393.0,1,teamB,48.20185470581055,20.024648666381836
16,17,player,1430.0,436.0,0,teamA,55.50436019897461,26.03142547607422
16,23,player,364.0,458.0,0,teamA,17.6353816986084,34.70372772216797
16,19,player,503.0,327.0,0,teamA,12.854503631591797,10.167365074157715
16,9,player,592.0,375.0,0,teamA,21.13507080078125,20.07436180114746
16,12,player,547.0,341.0,1,teamB,16.357797622680664,13.218759536743164
16,8,player,1375.5,368.0,1,teamB,53.886871337890625,14.605001449584961
16,15,player,756.5,320.0,1,teamB,24.893798828125,7.06561803817749
17,1,player,841.5,478.0,1,teamB,35.68109893798828,34.77217102050781
17,2,player,1474.5,459.0,1,teamB,56.82339096069336,29.102495193481445
17,3,player,1005.5,608.0,0,teamA,43.26048278808594,47.23120880126953
17,4,player,1034.0,416.0,2,referee,40.98466491699219,24.929407119750977
17,5,player,1303.0,586.0,1,teamB,51.20338821411133,43.9666633605957
17,11,player,688.5,372.0,1,teamB,25.160717010498047,18.965099334716797
17,13,player,1637.0,1079.0,2,referee,56.609825134277344,68.11018371582031
17,14,player,1232.0,394.0,1,teamB,48.2481689453125,20.19691276550293
17,17,player,1431.5,437.0,0,teamA,55.54917526245117,26.17308235168457
17,23,player,362.0,459.0,0,teamA,17.627578735351562,34.84904098510742
17,19,player,504.0,330.0,0,teamA,13.20824909210205,10.888052940368652
17,9,player,592.5,376.0,0,teamA,21.22772216796875,20.26359748840332
17,12,player,547.5,347.0,1,teamB,16.909311294555664,14.556970596313477
17,8,player,1378.0,369.0,1,teamB,53.982666015625,14.790321350097656
17,15,player,759.5,320.0,1,teamB,25.042028427124023,7.049805164337158
17,35,player,1161.5,369.0,0,teamA,45.1489372253418,15.882129669189453
17,7,player,963.0,343.0,1,teamB,35.88764953613281,11.442631721496582
18,1,player,839.5,477.0,1,teamB,35.58283615112305,34.65607452392578
18,2,player,1476.0,461.0,1,teamB,56.85417938232422,29.368078231811523
18,3,player,1003.0,611.0,0,teamA,43.2304573059082,47.489524841308594
18,4,player,1035.5,415.0,2,referee,41.01943588256836,24.76009750366211
18,5,player,1302.0,588.0,1,teamB,51.177734375,44.149200439453125
18,11,player,690.0,374.0,1,teamB,25.34857940673828,19.345413208007812
18,13,player,1637.0,1079.0,2,referee,56.609825134277344,68.11018371582031
18,14,player,1233.0,396.0,1,teamB,48.301578521728516,20.544261932373047
18,17,player,1433.0,440.0,0,teamA,55.578922271728516,26.609407424926758
18,23,player,360.5,459.0,0,teamA,17.571474075317383,34.85726547241211
18,19,player,504.5,333.0,0,teamA,13.531710624694824,11.600218772888184
18,9,player,593.0,377.0,0,teamA,21.3199405670166,20.451948165893555
18,12,player,548.5,349.0,1,teamB,17.1287784576416,14.989587783813477
18,8,player,1379.0,371.0,1,teamB,54.01268005371094,15.178213119506836
18,15,player,761.5,321.0,1,teamB,25.21038818359375,7.290616035461426
18,35,player,1164.0,369.0,0,teamA,45.25233459472656,15.86935043334961
18,7,player,964.0,345.0,1,teamB,36.00953674316406,11.882506370544434
18,10,player,294.5,444.0,0,teamA,13.976676940917969,33.15165710449219
19,1,player,836.0,479.0,1,teamB,35.52279281616211,34.92642593383789
19,2,player,1476.0,463.0,1,teamB,56.83531951904297,29.638954162597656
19,3,player,998.5,613.0,0,teamA,43.134376525878906,47.67361068725586
19,4,player,1034.0,416.0,2,referee,40.98466491699219,24.929407119750977
19,5,player,1297.5,588.0,1,teamB,51.05519104003906,44.16987609863281
19,11,player,690.0,376.0,1,teamB,25.469831466674805,19.73030662536621
19,13,player,1635.0,1079.0,2,referee,56.57903289794922,68.11659240722656
19,14,player,1231.0,398.0,1,teamB,48.239139556884766,20.903852462768555
19,17,player,1432.0,440.0,0,teamA,55.544376373291016,26.614328384399414
19,19,player,503.5,333.0,0,teamA,13.48221492767334,11.605741500854492
19,9,player,591.5,378.0,0,teamA,21.324583053588867,20.650428771972656
19,12,player,547.5,350.0,1,teamB,17.167171478271484,15.212556838989258
19,8,player,1378.5,373.0,1,teamB,53.98259353637695,15.570086479187012
19,15,player,761.5,322.0,1,teamB,25.279603958129883,7.540652275085449
19,35,player,1164.0,369.0,0,teamA,45.25233459472656,15.86935043334961
19,7,player,964.0,346.0,1,teamB,36.047607421875,12.10342788696289
19,10,player,296.0,444.0,0,teamA,14.035012245178223,33.14329147338867
19,16,player,1257.0,335.0,1,teamB,48.85584259033203,8.126479148864746
20,1,player,831.0,481.0,1,teamB,35.41208267211914,35.202606201171875
20,2,player,1474.0,465.0,1,teamB,56.750953674316406,29.917556762695312
20,3,player,993.5,613.0,0,teamA,42.999847412109375,47.69676208496094
